unidade;setor_centro_custo;ano;mes;mp_setor_tasy
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;7,0;1,4861111111111112
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;8,0;2,129032258064516
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;9,0;1,94
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;10,0;1,917808219178082
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;11,0;1,5833333333333333
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2024,0;12,0;1,7872340425531914
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;1,0;1,3974358974358974
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;2,0;1,3174603174603174
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;3,0;1,4927536231884058
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;4,0;1,608695652173913
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;5,0;1,7638888888888888
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;6,0;1,4444444444444444
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;7,0;1,5945945945945945
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;8,0;1,4507042253521127
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;9,0;1,3888888888888888
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;10,0;1,2395833333333333
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;11,0;1,6231884057971016
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2025,0;12,0;1,7971014492753623
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;1,0;1,9863013698630136
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;2,0;1,542857142857143
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;3,0;1,3595505617977528
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;4,0;1,3026315789473684
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;5,0;1,1176470588235294
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;6,0;1,3580246913580247
IRS;UNIDADE URGÊNCIA/EMERGÊNCIA - OBSERVAÇÃO;2026,0;7,0;1,0319148936170213
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2023,0;8,0;39,0
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2023,0;9,0;24,8
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2023,0;10,0;14,25
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2023,0;11,0;45,333333333333336
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2023,0;12,0;43,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;1,0;34,6
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;2,0;40,25
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;3,0;72,0
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;4,0;38,75
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;5,0;35,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;6,0;50,0
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;7,0;53,333333333333336
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;8,0;29,333333333333332
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;9,0;67,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;10,0;45,25
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;11,0;17,571428571428573
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2024,0;12,0;25,428571428571427
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;1,0;24,857142857142858
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;2,0;14,636363636363637
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;3,0;29,0
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;4,0;9,428571428571429
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;5,0;13,083333333333334
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;6,0;22,142857142857142
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;7,0;17,22222222222222
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;8,0;13,555555555555555
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;9,0;11,272727272727273
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;10,0;20,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;11,0;24,0
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2025,0;12,0;23,714285714285715
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;1,0;35,2
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;2,0;19,125
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;3,0;23,142857142857142
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;4,0;16,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;5,0;8,125
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;6,0;20,5
IRS;UTC - UNIDADE DE TRATAMENTO CLÍNICO;2026,0;7,0;21,375
MOV;ALOJAMENTO CONJUNTO;2023,0;4,0;16,884615384615383
MOV;ALOJAMENTO CONJUNTO;2023,0;5,0;14,0
MOV;ALOJAMENTO CONJUNTO;2023,0;6,0;17,869565217391305
MOV;ALOJAMENTO CONJUNTO;2023,0;7,0;22,571428571428573
MOV;ALOJAMENTO CONJUNTO;2023,0;8,0;14,714285714285714
MOV;ALOJAMENTO CONJUNTO;2023,0;9,0;15,117647058823529
MOV;ALOJAMENTO CONJUNTO;2023,0;10,0;14,25
MOV;ALOJAMENTO CONJUNTO;2023,0;11,0;12,511627906976743
MOV;ALOJAMENTO CONJUNTO;2023,0;12,0;10,348837209302326
MOV;ALOJAMENTO CONJUNTO;2024,0;1,0;10,66
MOV;ALOJAMENTO CONJUNTO;2024,0;2,0;4,0852713178294575
MOV;ALOJAMENTO CONJUNTO;2024,0;3,0;5,016949152542373
MOV;ALOJAMENTO CONJUNTO;2024,0;4,0;4,464285714285714
MOV;ALOJAMENTO CONJUNTO;2024,0;5,0;4,347222222222222
MOV;ALOJAMENTO CONJUNTO;2024,0;6,0;5,490384615384615
MOV;ALOJAMENTO CONJUNTO;2024,0;7,0;22,04
MOV;ALOJAMENTO CONJUNTO;2024,0;8,0;53,36363636363637
MOV;ALOJAMENTO CONJUNTO;2024,0;9,0;31,4
MOV;ALOJAMENTO CONJUNTO;2024,0;10,0;59,9
MOV;ALOJAMENTO CONJUNTO;2024,0;11,0;43,46666666666667
MOV;ALOJAMENTO CONJUNTO;2024,0;12,0;85,75
MOV;ALOJAMENTO CONJUNTO;2025,0;1,0;2,648550724637681
MOV;ALOJAMENTO CONJUNTO;2025,0;2,0;2,4928057553956835
MOV;ALOJAMENTO CONJUNTO;2025,0;3,0;2,7430555555555554
MOV;ALOJAMENTO CONJUNTO;2025,0;4,0;2,3344481605351173
MOV;ALOJAMENTO CONJUNTO;2025,0;5,0;2,795918367346939
MOV;ALOJAMENTO CONJUNTO;2025,0;6,0;2,7522935779816513
MOV;ALOJAMENTO CONJUNTO;2025,0;7,0;2,705607476635514
MOV;ALOJAMENTO CONJUNTO;2025,0;8,0;2,797356828193833
MOV;ALOJAMENTO CONJUNTO;2025,0;9,0;2,4525862068965516
MOV;ALOJAMENTO CONJUNTO;2025,0;10,0;2,5610859728506785
MOV;ALOJAMENTO CONJUNTO;2025,0;11,0;2,415525114155251
MOV;ALOJAMENTO CONJUNTO;2025,0;12,0;2,9049773755656108
MOV;ALOJAMENTO CONJUNTO;2026,0;1,0;2,904109589041096
MOV;ALOJAMENTO CONJUNTO;2026,0;2,0;2,738095238095238
MOV;ALOJAMENTO CONJUNTO;2026,0;3,0;2,664
MOV;ALOJAMENTO CONJUNTO;2026,0;4,0;2,58008658008658
MOV;ALOJAMENTO CONJUNTO;2026,0;5,0;2,6159695817490496
MOV;ALOJAMENTO CONJUNTO;2026,0;6,0;2,632034632034632
MOV;ALOJAMENTO CONJUNTO;2026,0;7,0;2,5381165919282513
MOV;CLINICA CIRÚRGICA;2023,0;4,0;5,758620689655173
MOV;CLINICA CIRÚRGICA;2023,0;5,0;7,0
MOV;CLINICA CIRÚRGICA;2023,0;6,0;10,5
MOV;CLINICA CIRÚRGICA;2023,0;7,0;8,304347826086957
MOV;CLINICA CIRÚRGICA;2023,0;8,0;8,963636363636363
MOV;CLINICA CIRÚRGICA;2023,0;9,0;10,23404255319149
MOV;CLINICA CIRÚRGICA;2023,0;10,0;9,347826086956522
MOV;CLINICA CIRÚRGICA;2023,0;11,0;8,4
MOV;CLINICA CIRÚRGICA;2023,0;12,0;9,508771929824562
MOV;CLINICA CIRÚRGICA;2024,0;1,0;8,767857142857142
MOV;CLINICA CIRÚRGICA;2024,0;2,0;5,708860759493671
MOV;CLINICA CIRÚRGICA;2024,0;3,0;6,353658536585366
MOV;CLINICA CIRÚRGICA;2024,0;4,0;4,881944444444445
MOV;CLINICA CIRÚRGICA;2024,0;5,0;5,25
MOV;CLINICA CIRÚRGICA;2024,0;6,0;5,123076923076923
MOV;CLINICA CIRÚRGICA;2024,0;7,0;13,48
MOV;CLINICA CIRÚRGICA;2024,0;8,0;35,0
MOV;CLINICA CIRÚRGICA;2024,0;9,0;11,823529411764707
MOV;CLINICA CIRÚRGICA;2024,0;10,0;13,592592592592593
MOV;CLINICA CIRÚRGICA;2024,0;11,0;12,413793103448276
MOV;CLINICA CIRÚRGICA;2024,0;12,0;27,7
MOV;CLINICA CIRÚRGICA;2025,0;1,0;2,134920634920635
MOV;CLINICA CIRÚRGICA;2025,0;2,0;2,0064935064935066
MOV;CLINICA CIRÚRGICA;2025,0;3,0;1,9835164835164836
MOV;CLINICA CIRÚRGICA;2025,0;4,0;2,0847457627118646
MOV;CLINICA CIRÚRGICA;2025,0;5,0;2,0
MOV;CLINICA CIRÚRGICA;2025,0;6,0;2,0
MOV;CLINICA CIRÚRGICA;2025,0;7,0;2,290155440414508
MOV;CLINICA CIRÚRGICA;2025,0;8,0;2,5517241379310347
MOV;CLINICA CIRÚRGICA;2025,0;9,0;2,3025641025641024
MOV;CLINICA CIRÚRGICA;2025,0;10,0;2,071090047393365
MOV;CLINICA CIRÚRGICA;2025,0;11,0;1,8714285714285714
MOV;CLINICA CIRÚRGICA;2025,0;12,0;2,2865853658536586
MOV;CLINICA CIRÚRGICA;2026,0;1,0;1,9597989949748744
MOV;CLINICA CIRÚRGICA;2026,0;2,0;1,9429824561403508
MOV;CLINICA CIRÚRGICA;2026,0;3,0;2,039840637450199
MOV;CLINICA CIRÚRGICA;2026,0;4,0;2,2672811059907834
MOV;CLINICA CIRÚRGICA;2026,0;5,0;2,177685950413223
MOV;CLINICA CIRÚRGICA;2026,0;6,0;2,316017316017316
MOV;CLINICA CIRÚRGICA;2026,0;7,0;1,8475336322869955
MOV;PRÉ-PARTO;2023,0;4,0;0,09523809523809523
MOV;PRÉ-PARTO;2023,0;5,0;0,04609929078014184
MOV;PRÉ-PARTO;2023,0;6,0;0,02857142857142857
MOV;PRÉ-PARTO;2023,0;7,0;0,04316546762589928
MOV;PRÉ-PARTO;2023,0;8,0;0,032679738562091505
MOV;PRÉ-PARTO;2023,0;9,0;0,06324110671936758
MOV;PRÉ-PARTO;2023,0;10,0;0,07718120805369127
MOV;PRÉ-PARTO;2023,0;11,0;0,1392857142857143
MOV;PRÉ-PARTO;2023,0;12,0;0,3954983922829582
MOV;PRÉ-PARTO;2024,0;1,0;0,36363636363636365
MOV;PRÉ-PARTO;2024,0;2,0;0,36482084690553745
MOV;PRÉ-PARTO;2024,0;3,0;0,3507246376811594
MOV;PRÉ-PARTO;2024,0;4,0;0,36890243902439024
MOV;PRÉ-PARTO;2024,0;5,0;0,3835227272727273
MOV;PRÉ-PARTO;2024,0;6,0;0,43416370106761565
MOV;PRÉ-PARTO;2024,0;7,0;0,5330578512396694
MOV;PRÉ-PARTO;2024,0;8,0;0,6490384615384616
MOV;PRÉ-PARTO;2024,0;9,0;0,7380952380952381
MOV;PRÉ-PARTO;2024,0;10,0;0,5942028985507246
MOV;PRÉ-PARTO;2024,0;11,0;0,5795454545454546
MOV;PRÉ-PARTO;2024,0;12,0;0,693069306930693
MOV;PRÉ-PARTO;2025,0;1,0;0,6862745098039216
MOV;PRÉ-PARTO;2025,0;2,0;0,7931034482758621
MOV;PRÉ-PARTO;2025,0;3,0;0,8064516129032258
MOV;PRÉ-PARTO;2025,0;4,0;0,7955390334572491
MOV;PRÉ-PARTO;2025,0;5,0;0,7470355731225297
MOV;PRÉ-PARTO;2025,0;6,0;0,7165354330708661
MOV;PRÉ-PARTO;2025,0;7,0;0,6180904522613065
MOV;PRÉ-PARTO;2025,0;8,0;0,6551724137931034
MOV;PRÉ-PARTO;2025,0;9,0;0,631578947368421
MOV;PRÉ-PARTO;2025,0;10,0;0,6473214285714286
MOV;PRÉ-PARTO;2025,0;11,0;0,5633802816901409
MOV;PRÉ-PARTO;2025,0;12,0;0,5833333333333334
MOV;PRÉ-PARTO;2026,0;1,0;0,5746606334841629
MOV;PRÉ-PARTO;2026,0;2,0;0,5769230769230769
MOV;PRÉ-PARTO;2026,0;3,0;0,7168141592920354
MOV;PRÉ-PARTO;2026,0;4,0;0,6412556053811659
MOV;PRÉ-PARTO;2026,0;5,0;0,5780590717299579
MOV;PRÉ-PARTO;2026,0;6,0;0,6167400881057269
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;4,0;13,857142857142858
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;5,0;273,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;6,0;58,2
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;7,0;30,25
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;8,0;51,666666666666664
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;9,0;224,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;10,0;90,25
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;11,0;62,5
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2023,0;12,0;7,416666666666667
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;1,0;10,666666666666666
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;2,0;77,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;5,0;26,666666666666668
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;6,0;26,333333333333332
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;7,0;44,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;8,0;117,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;10,0;23,333333333333332
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2024,0;12,0;61,5
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;1,0;9,23076923076923
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;2,0;6,2
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;3,0;2,8333333333333335
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;4,0;1,9
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;5,0;2,8461538461538463
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;6,0;6,882352941176471
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;7,0;7,666666666666667
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;8,0;6,928571428571429
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;9,0;7,153846153846154
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;10,0;7,2
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;11,0;9,142857142857142
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2025,0;12,0;9,1875
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;1,0;6,230769230769231
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;2,0;11,142857142857142
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;3,0;9,545454545454545
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;4,0;4,933333333333334
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;5,0;8,875
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;6,0;13,5
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CANGURU;2026,0;7,0;10,166666666666666
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;4,0;7,656716417910448
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;5,0;6,423076923076923
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;6,0;6,605263157894737
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;7,0;6,586666666666667
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;8,0;8,476923076923077
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;9,0;6,661764705882353
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;10,0;5,7846153846153845
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;11,0;4,376470588235295
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2023,0;12,0;3,6744186046511627
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;1,0;3,65
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;2,0;3,6095238095238096
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;3,0;4,257731958762887
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;4,0;7,186440677966102
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;5,0;3,9722222222222223
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;6,0;3,3703703703703702
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;7,0;8,048780487804878
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;8,0;7,2439024390243905
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;9,0;13,666666666666666
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;10,0;11,216216216216216
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;11,0;14,303030303030303
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2024,0;12,0;15,0625
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;1,0;7,809523809523809
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;2,0;6,7727272727272725
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;3,0;7,243243243243243
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;4,0;13,95
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;5,0;7,3108108108108105
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;6,0;9,982758620689655
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;7,0;7,224137931034483
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;8,0;11,333333333333334
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;9,0;11,357142857142858
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;10,0;9,137931034482758
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;11,0;9,777777777777779
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2025,0;12,0;8,079365079365079
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;1,0;7,617647058823529
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;2,0;10,847826086956522
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;3,0;9,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;4,0;8,69811320754717
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;5,0;7,375
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;6,0;8,0
MOV;UNIDADE DE CUIDADO INTERMEDIÁRIO NEONATAL CONVENCIONAL;2026,0;7,0;8,963636363636363
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;4,0;5,7368421052631575
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;5,0;6,986486486486487
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;6,0;13,95
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;7,0;12,3
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;8,0;12,227272727272727
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;9,0;11,69047619047619
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;10,0;9,90566037735849
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;11,0;11,666666666666666
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2023,0;12,0;7,819444444444445
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;1,0;8,72549019607843
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;2,0;7,492307692307692
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;3,0;5,663461538461538
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;4,0;4,064516129032258
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;5,0;6,2465753424657535
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;6,0;6,171428571428572
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;7,0;15,32
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;8,0;15,777777777777779
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;9,0;7,741379310344827
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;10,0;9,58974358974359
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;11,0;11,3125
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2024,0;12,0;14,884615384615385
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;1,0;3,180451127819549
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;2,0;3,883495145631068
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;3,0;2,8353658536585367
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;4,0;3,3282442748091605
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;5,0;3,4173228346456694
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;6,0;2,6216216216216215
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;7,0;3,0
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;8,0;3,213740458015267
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;9,0;3,0839694656488548
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;10,0;2,965034965034965
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;11,0;3,192
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2025,0;12,0;2,9927007299270074
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;1,0;3,16793893129771
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;2,0;2,8702290076335877
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;3,0;2,9357142857142855
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;4,0;3,0923076923076924
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;5,0;2,887323943661972
MOV;UNIDADE INTERNACAO ALTO-RISCO OBSTETRICO;2026,0;6,0;2,847826086956522
